Index,Date,Temperature F,Precipitation,Wind Speed (mph),Dew Point F,Sea Level Pressure (mBARs)
2046,7/8/12,89.7,0,11.51,73.9,999.7
2047,8/8/12,87.3,0,16.46,74.5,999.7
2048,9/8/12,88.2,0,21.06,73.4,997.6
2049,10/8/12,86.6,0,17.84,74,997.5
2050,11/8/12,87.3,0,16.11,74.6,999.4
2051,12/8/12,89.5,0,12.89,74.2,999.4
2052,13/8/12,89.2,0,20.14,73.7,998.3
2053,14/8/12,89.9,0,18.41,74.6,998.4
2054,15/8/12,87.2,0,19.22,72.8,999.9
2055,16/8/12,86,0,22.56,73,1000.9
2056,17/8/12,87.3,0,20.14,72.9,1001.1
2057,18/8/12,86.5,0,18.99,73.4,1000.4
2058,19/8/12,88.9,0,14.27,74.6,998.4
2059,20/8/12,90.5,0,16.11,75.2,999.6
2060,21/8/12,87.6,0,16.69,74.2,1000.1
2061,22/8/12,85.7,0,19.56,74.4,999.9
2062,23/8/12,84.8,0.03,14.04,74.4,1002.4
2063,24/8/12,89.9,0,23.36,72.8,1001.6
2064,25/8/12,87.4,0,23.02,74.2,1001.2
2065,26/8/12,87.8,0,16.92,74.3,1000.6
2066,27/8/12,88,0,9.44,75.8,999.7
2067,28/8/12,89.9,0,10.36,74.4,1000.8
2068,29/8/12,88.7,0,8.29,77,1001.5
2069,30/8/12,88.7,0.01,5.87,76.9,1001.2
2070,31/8/12,91.2,0,7.02,76.4,999.7
2071,1/9/12,92.3,0,7.83,76.2,999.7
2072,2/9/12,92.1,0,10.01,74.7,1000.1
2073,3/9/12,90.2,0,16.34,75.5,998.8
2074,4/9/12,88.5,0,6.9,75.4,999.6
2075,5/9/12,86.3,0,8.52,76.1,1001.5
2076,6/9/12,82.8,0,18.41,76.9,1001.7
2077,7/9/12,85.1,0.14,18.76,77.6,1000.5
2078,8/9/12,82.4,0.43,11.51,78.3,999.7
2079,9/9/12,82.8,2.06,6.56,77.9,1000.5
2080,10/9/12,82.8,0.12,12.89,75.1,1002.4
2081,11/9/12,82.5,0,8.63,76.8,1001.8
2082,12/9/12,83.9,0,4.03,77.6,1001.8
2083,13/9/12,85.4,0,2.88,78.6,1001.5
2084,14/9/12,85.4,0,17.72,76.3,1000.1
2085,15/9/12,84.4,0,19.33,76.6,999
2086,16/9/12,86,0,13.81,75.2,999.2
2087,17/9/12,86.1,0,12.31,75.2,1001.7
2088,18/9/12,86.3,0,9.21,74.7,1003.9
2089,19/9/12,86.3,0,4.03,74.4,1005.7
2090,20/9/12,89.3,0,8.75,72.6,1005.8
2091,21/9/12,86,0,11.39,73.7,1005.2
2092,22/9/12,85.4,0,14.85,71.7,1006.5
2093,23/9/12,85.848275862069,0.094827586206897,11.1434482758621,74.4724137931035,1003.31034482759
2094,24/9/12,83.6,0,17.49,71.7,1005.4
2095,25/9/12,85.7,0,18.07,71.9,1006.1
2096,26/9/12,84.3,0,14.96,72.2,1008.5
2097,27/9/12,85.3,0,4.03,69.1,1010.3
2098,28/9/12,85.8,0,9.21,71.1,1009.9
2099,29/9/12,85.7,0,8.63,71.5,1009.7
2100,30/9/12,86.9,0,6.1,65.1,1009.4
2101,1/10/12,87.9,0,6.33,60,1008.2
2102,2/10/12,88.6,0,8.29,63.3,1006.1
2103,3/10/12,87.5,0,4.72,65.8,1004.2
2104,4/10/12,84.8,0,11.74,68.4,1004.4
2105,5/10/12,84.2,0,10.93,66.1,1006.5
2106,6/10/12,83.5,0,10.01,68.4,1008.7
2107,7/10/12,82.4,0,7.6,68.9,1010.4
2108,8/10/12,86.5,0,3.8,64.1,1009.3
2109,9/10/12,85.7,0,7.25,57.2,1007.9
2110,10/10/12,86.1,0,9.55,57.4,1008.2
2111,11/10/12,82.3,0,9.44,64.3,1008.7
2112,12/10/12,82.3,0,13.46,71.9,1007.5
2113,13/10/12,83.8,0,14.04,73.6,1007.1
2114,14/10/12,84.3,0,8.06,73.4,1009.9
2115,15/10/12,83.2,0,11.74,70.9,1011
2116,16/10/12,81.6,0,6.56,71.8,1013.1
2117,17/10/12,82.5,0,1.96,68.3,1013.4
2118,18/10/12,84.7,0,2.3,64.7,1012.1
2119,19/10/12,85.2,0,2.3,63.3,1011.8
2120,20/10/12,83.3,0,3.8,61.7,1012.7
2121,21/10/12,82.7,0,10.59,64.1,1014.1
2122,22/10/12,81.7,0,6.9,64.1,1013.7
2123,23/10/12,81.2,0,2.88,60.6,1012.8
2124,24/10/12,78.4,0,2.65,59.5,1012.2
2125,25/10/12,80.3,0,4.95,57.4,1009.9
2126,26/10/12,82.9,0,2.99,58.8,1010
2127,27/10/12,82.1,0,3.57,55.3,1012.7
2128,28/10/12,80,0,4.03,51.2,1012.8
2129,29/10/12,79.3,0,1.96,50.2,1012.3
2130,30/10/12,80.4,0,1.73,49.2,1011.4
2131,31/10/12,85.8,0,2.19,44.1,1011.5
2132,1/11/12,78.4,0,2.99,49.1,1011.6
2133,2/11/12,78.7,0,2.3,48.9,1010.2
2134,3/11/12,78.2,0,1.61,50.4,1010.9
2135,4/11/12,80,0,4.37,49.3,1010.4
2136,5/11/12,82,0,5.87,55.3,1009.3
2137,6/11/12,80.3,0,0.58,58.3,1011.5
2138,7/11/12,79.3,0,6.56,58.5,1011.1
2139,8/11/12,76.1,0,7.48,61.1,1009.6
2140,9/11/12,81.5,0,4.14,62.7,1009.5
2141,10/11/12,80.9,0,2.3,63.1,1011.6
2142,11/11/12,78.1,0,4.03,54.2,1012
2143,12/11/12,78,0,1.61,51.6,1012.1
2144,13/11/12,78.8,0,2.65,52.6,1013.7
2145,14/11/12,78.2,0,3.34,53.4,1012.8
2146,15/11/12,78.4,0,1.73,52.6,1012.6
2147,16/11/12,74.2,0,3.8,55.8,1014.6
2148,17/11/12,77.6,0,2.65,63.6,1014.1
2149,18/11/12,77,0,7.13,55.4,1013.7
2150,19/11/12,74.4,0,5.98,49.1,1014.6
2151,20/11/12,72.3,0,4.95,45.4,1014.9
2152,21/11/12,72.4,0,3.45,45.7,1013.4
2153,22/11/12,71.6,0,1.27,52.8,1012.6
2154,23/11/12,74.7,0,3.68,59.8,1012.3
2155,24/11/12,72,0,4.95,47.8,1013.5
2156,25/11/12,69.6,0,4.95,48.2,1014.8
2157,26/11/12,72.2,0,3.8,50.2,1014.5
2158,27/11/12,70.9,0,0.58,53.2,1013.5
2159,28/11/12,75.9,0,8.63,62.3,1011.4
2160,29/11/12,71.1,0,5.29,50.3,1012.8
2161,30/11/12,69.8,0,2.53,39.7,1014
2162,1/12/12,70.7,0,1.96,40,1014.6
2163,2/12/12,67.2,0,5.98,42.5,1015.4
2164,3/12/12,68.5,0,14.38,41.4,1015.9
2165,4/12/12,68.4,0,11.85,41,1015.5
2166,5/12/12,70.9,0,6.9,45.8,1014.4
2167,6/12/12,73.4,0,2.3,51.1,1015.1
2168,7/12/12,74.3,0,0.92,54.4,1013.7
2169,8/12/12,67.0033333333334,0.001333333333333,7.281,47.91,1014.56666666667
2170,9/12/12,74,0,2.76,56.7,1011.5
2171,10/12/12,71.7,0,2.65,53.4,1009.9
2172,11/12/12,63.5,0,3.11,51.8,1012.1
2173,12/12/12,71.3,0,6.21,54.7,1011.4
2174,13/12/12,68.9,0,1.73,58.1,1010.2
2175,14/12/12,64.1,0.04,8.86,54,1014.9
2176,15/12/12,59.9,0,17.03,52,1018.3
2177,16/12/12,65,0,15.77,51.9,1020.2
2178,17/12/12,65.8,0,13.69,48.1,1019.5
2179,18/12/12,67.7,0,9.21,49,1019.2
2180,19/12/12,67.6,0,8.29,50.7,1017.5
2181,20/12/12,65.2,0,1.15,46.1,1014.2
2182,21/12/12,65.6,0,2.65,45.2,1014.3
2183,22/12/12,66.7,0,8.06,46.1,1015.2
2184,23/12/12,68.9,0,2.65,45.4,1014.1
2185,24/12/12,68.4,0,11.05,46,1014.4
2186,25/12/12,68,0,6.56,48.1,1014.6
2187,26/12/12,69.2,0,2.3,49.7,1013.3
2188,27/12/12,69.4,0,6.33,55.5,1011.2
2189,28/12/12,59.8,0,9.67,41.8,1012.1
2190,29/12/12,55.9,0,13.81,35.7,1014.3
2191,30/12/12,58.7,0,12.08,41.1,1015.9
2192,31/12/12,61.4,0,8.52,40,1014.1
2193,1/1/13,63.4,0,2.99,40.2,1013.2
2194,2/1/13,58.1,0,5.64,44.7,1016.2
2195,3/1/13,60.8,0,2.3,43.5,1015.6
2196,4/1/13,60.8,0,7.25,45,1014.9
2197,5/1/13,57.7,0,4.6,42,1014.5
2198,6/1/13,57.5,0,1.61,39.5,1015.6
2199,7/1/13,60.5,0,6.21,39.2,1017.1
2200,8/1/13,63.6,0,4.6,42.8,1016.8
2201,9/1/13,64.1,0,10.01,48.3,1016.9
2202,10/1/13,65.8,0,4.26,51.6,1016.1
2203,11/1/13,69.5,0,7.25,59,1015.1
2204,12/1/13,73.6,0,10.93,59.7,1014.5
2205,13/1/13,69.4,0,5.52,49,1014.8
2206,14/1/13,67.7,0,2.65,50.4,1012.8
2207,15/1/13,65.9,0,6.33,50.7,1014
2208,16/1/13,65,0,5.75,49.3,1015.2
2209,17/1/13,59.7,0,18.87,47.8,1014.8
2210,18/1/13,60.1,0,3.45,40.2,1016.9
2211,19/1/13,61.4,0,6.33,42,1018.5
2212,20/1/13,61.5,0,7.48,43.9,1019.6
2213,21/1/13,61.9,0,4.6,43,1019.6
2214,22/1/13,62.6,0,4.95,43.1,1019.5
2215,23/1/13,65,0,3.11,44,1018.9
2216,24/1/13,65.2,0,8.86,45.7,1018.7
2217,25/1/13,66.3,0,3.68,46.8,1018.8
2218,26/1/13,67.4,0,1.38,49.3,1018.4
2219,27/1/13,68.5,0,2.3,48.3,1016.9
2220,28/1/13,69.9,0,1.96,52.1,1015.3
2221,29/1/13,69.5,0,3.68,53.6,1014.4
2222,30/1/13,70.7,0,2.99,52.4,1013.6
2223,31/1/13,69.7,0,13.81,52.9,1014.9
2224,1/2/13,70,0,14.04,49.5,1015
2225,2/2/13,69.7,0,16.11,49.7,1014.5
2226,3/2/13,69.3,0,9.21,54.3,1011.5
2227,4/2/13,65.6,0,6.1,53.1,1011.1
2228,5/2/13,61.1,0.09,6.9,37.2,1013.4
2229,6/2/13,61.7,0,8.52,38.5,1020.1
2230,7/2/13,64,0,6.21,40,1019.1
2231,8/2/13,61.2,0,3.45,40,1017.4
2232,9/2/13,66.5,0,1.96,40.2,1014.5
2233,10/2/13,67,0,7.94,43.6,1014.1
2234,11/2/13,69.4,0,15.42,46.8,1014.1
2235,12/2/13,70.7,0,14.38,46.8,1014.2
2236,13/2/13,72.1,0,17.03,47.5,1013.3
2237,14/2/13,70.7,0,16.34,50.5,1011.8
2238,15/2/13,66.3,0,15.08,54.3,1010.3
2239,16/2/13,64.8,0.09,6.56,51,1010.4
2240,17/2/13,68.6,0,12.43,50.2,1009.7
2241,18/2/13,69.9,0,0.92,56,1012.4
2242,19/2/13,70.9,0,6.67,54.9,1013.2
2243,20/2/13,74.6,0,5.87,54,1013.8
2244,21/2/13,73.4,0,9.21,56.5,1012.2
2245,22/2/13,72.4,0,7.13,59,1013.4
2246,23/2/13,68.3,0,7.48,53.7,1016.4
2247,24/2/13,67,0,6.9,51.2,1018.4
2248,25/2/13,70,0,4.6,48.9,1015.6
2249,26/2/13,70.9,0,7.83,49.2,1013.8
2250,27/2/13,69.8,0,4.37,40.6,1014.5
2251,28/2/13,70.1,0,11.16,41.9,1017.7
2252,1/3/13,69.7,0,14.38,47.2,1018.9
2253,2/3/13,72.1,0,4.95,44.8,1017.2
2254,3/3/13,75.2,0,2.65,40.9,1014.8
2255,4/3/13,77.1,0,1.27,40.9,1013.1
2256,5/3/13,79.4,0,8.17,47.8,1014
2257,6/3/13,81,0,12.08,52.2,1014.7
2258,7/3/13,81.7,0,6.33,50.2,1013.5
2259,8/3/13,81.1,0,6.9,42.4,1012.1
2260,9/3/13,82.3,0,14.61,49.2,1009.9
2261,10/3/13,79.1933333333333,0,7.771,51.0466666666667,1011.05333333333
2262,11/3/13,81.7,0,5.18,46.7,1010.1
2263,12/3/13,79.2,0,5.98,50.7,1010.1
2264,13/3/13,78.3,0,6.9,53.2,1010.2
2265,14/3/13,77.3,0,4.6,53.1,1011.3
2266,15/3/13,76.1,0,14.04,56.8,1014.5
2267,16/3/13,75.6,0,8.52,56.2,1014.7
2268,17/3/13,81.6,0,1.15,49.6,1013.2
2269,18/3/13,84.8,0,2.65,43,1009.8
2270,19/3/13,82.3,0,8.63,42.5,1008.5
2271,20/3/13,80.5,0,12.08,54.9,1008.8
2272,21/3/13,80.5,0,5.75,59,1009.3
2273,22/3/13,80.3,0,11.74,58.7,1006
2274,23/3/13,81.2,0,14.15,59.6,1006.4
2275,24/3/13,79,0,5.98,48,1010.3
2276,25/3/13,78.2,0,7.6,49.7,1011.3
2277,26/3/13,78.5,0,7.25,48.8,1007.8
2278,27/3/13,81.4,0,12.77,55.7,1006.3
2279,28/3/13,76.5,0,5.87,55.6,1008.3
2280,29/3/13,78.5,0,1.96,57.7,1010.4
2281,30/3/13,82.1,0,8.63,58.5,1008.5
2282,31/3/13,82.6,0,10.36,57.8,1007.6
2283,1/4/13,83.3,0,8.75,61.9,1007.1
2284,2/4/13,80.4,0,9.78,60,1007.8
2285,3/4/13,83.8,0,5.87,54,1009.8
2286,4/4/13,82.8,0,0.81,56.9,1009.3
2287,5/4/13,88,0,8.06,49.9,1007.4
2288,6/4/13,86.3,0,11.16,51.4,1006.3
2289,7/4/13,81.5,0,16.34,59.5,1005.8
2290,8/4/13,76.1,0,8.4,65.8,1006.5
2291,9/4/13,79.6,0.28,10.7,65,1007.5
2292,10/4/13,78.1,0,4.14,61.2,1009
2293,11/4/13,84,0,2.88,58.8,1008.7
2294,12/4/13,84.6,0,7.6,60,1007.5
2295,13/4/13,88.7,0,10.24,59.9,1007.8
2296,14/4/13,87,0,9.55,62.2,1007.2
2297,15/4/13,89,0,14.04,60.9,1005.4
2298,16/4/13,89.2,0,12.43,64.8,1003.6
2299,17/4/13,89.6,0,10.36,56.8,1002.3
2300,18/4/13,88.3,0,11.74,64.6,1002.4
2301,19/4/13,83.5,0,19.56,64,1003.4
2302,20/4/13,86.9,0,18.3,64.8,1003.5
2303,21/4/13,84,0,9.44,68.7,1005
2304,22/4/13,81.1,0.83,4.26,68.7,1008
2305,23/4/13,86.2,0,5.75,66,1009.5
2306,24/4/13,88.9,0,10.01,64.3,1009.5
2307,25/4/13,85.9,0,14.38,62.9,1008.3
2308,26/4/13,86.9,0,5.98,58.4,1008.2
2309,27/4/13,90.7,0,6.9,53.4,1007.9
2310,28/4/13,90.6,0,8.63,59.4,1006.9
2311,29/4/13,87.2,0,6.33,65.3,1007
2312,30/4/13,89.1,0,6.56,55.8,1007.6
2313,1/5/13,90.6,0,4.83,44.6,1005.6
2314,2/5/13,92,0,5.18,40.3,1001.9
2315,3/5/13,95.2,0,9.78,55.1,1000.1
2316,4/5/13,92.3,0,14.38,64.1,999
2317,5/5/13,92.5,0,7.48,69.5,1002.4
2318,6/5/13,92.4,0,5.41,59.9,1001.74285714286
2319,7/5/13,93,0,18.18,62.4,1003.9
2320,8/5/13,88.7,0,17.26,61.8,1003.6
2321,9/5/13,88.1,0,16.34,67.3,1003.3
2322,10/5/13,89,0,13.58,64.4,1003.1
2323,11/5/13,89.6,0,18.53,70,1000.5
2324,12/5/13,90.9,0,17.26,69.6,1001.7
2325,13/5/13,89.8,0,11.97,69.9,1002.7
2326,14/5/13,90.3,0,14.61,71.6,1002
2327,15/5/13,92.1,0,15.31,70.3,1000.4
2328,16/5/13,92.3,0,15.08,73.4,1000.1
2329,17/5/13,92.9,0,17.38,72.5,1001.4
2330,18/5/13,94.1,0,15.54,59.8,1001.6
2331,19/5/13,89.8,0,21.29,69.8,1002
2332,20/5/13,91.3666666666667,0,16.7556666666667,66.4133333333333,1001.74285714286
2333,21/5/13,92,0,19.79,61.5,1002.8
2334,22/5/13,93.9,0,18.07,65.8,1001.5
2335,23/5/13,93.5,0,17.03,68.2,1000.9
2336,24/5/13,88.2,0,23.82,73.4,999.8
2337,25/5/13,90.9,0,32.22,73,1000.6
2338,26/5/13,89.9,0,32.57,74.9,1001.74285714286
2339,27/5/13,89.9,0,26.58,72.2,1002.3
2340,28/5/13,91.4,0,22.21,70.4,1002.5
2341,29/5/13,92.5,0,18.53,71.2,1002
2342,30/5/13,89.3,0,15.54,73.5,1001.1
2343,31/5/13,93.9,0,16.92,72,1000
2344,1/6/13,91.3,0,15.42,73.4,1000.3
2345,2/6/13,91.4,0,16.92,69.1,1000.6
2346,3/6/13,93.1,0,12.89,68.8,1000.1
2347,4/6/13,93,0,12.31,71.4,997.566666666667
2348,5/6/13,93,0,15.08,74.1,1002.2
2349,6/6/13,92.4,0,27.73,77,998.6
2350,7/6/13,93.3,0,30.96,76,997.7
2351,8/6/13,93.3,0,19.79,74.7,997.5
2352,9/6/13,94.9,0,11.74,75,996.6
2353,10/6/13,95.1,0,9.67,74.4,995.1
2354,11/6/13,92.3,0,7.94,76.5,994.8
2355,12/6/13,90.1,0,12.08,76.6,995.6
2356,13/6/13,87.9,0,10.59,77.8,996.1
2357,14/6/13,91.5928571428571,0,19.465,74.6214285714286,997.566666666667
2358,15/6/13,91.5928571428571,0,19.465,74.6214285714286,997.566666666667
2359,16/6/13,92.1,0,8.86,75,994.1
2360,17/6/13,91.8,0,12.08,77.1,993.9
2361,18/6/13,93.6,0,19.45,75,995.5
2362,19/6/13,91.9,0,15.42,74.3,998.4
2363,20/6/13,91.4,0,15.19,73.5,1000.1
2364,21/6/13,90.8,0,30.38,73.1,998.9
2365,22/6/13,90.5,0,29.23,73.2,998.1
2366,23/6/13,91.2,0,30.27,74.6,997.3
2367,24/6/13,89.8,0,30.04,75.1,996.6
2368,25/6/13,89.2,0,19.22,74.3,998.3
2369,26/6/13,89.5,0,20.25,74.7,999
2370,27/6/13,91.4,0,31.3,75.1,996.1
2371,28/6/13,89.8,0,25.78,75.8,997.1
2372,29/6/13,90.3,0,27.5,76.1,997.5
2373,30/6/13,90.2,0,26.93,77.7,998.2
2374,1/7/13,92,0,22.33,77.7,997
2375,2/7/13,91.4,0,17.26,78.3,995.6
2376,3/7/13,92.1,0,16.46,76.7,996.3
2377,4/7/13,90.7,0,21.86,77.6,995.9
2378,5/7/13,90,0.31,23.02,77.4,995.2
2379,6/7/13,90.1,0,16.57,77.5,998.1
2380,7/7/13,86.8,0,14.38,77.5,999.1
2381,8/7/13,89.2,0,19.79,77.3,997
2382,9/7/13,88.2,0,20.25,76.4,995.6
2383,10/7/13,90.8,0,29.34,75.4,994
2384,11/7/13,91.8,0,26.81,74.4,996.1
2385,12/7/13,91.7,0,11.85,75.6,998.6
2386,13/7/13,88.5,0,15.42,78.1,998.2
2387,14/7/13,89.4,0.08,25.2,76.9,998
2388,15/7/13,87.4,0,31.99,76,997.7
2389,16/7/13,85.6,0,21.86,75.7,998.3
2390,17/7/13,88.9,0,20.25,76.4,998.3
2391,18/7/13,89.5,0,25.55,75.7,996.3
2392,19/7/13,85.8,0,29.23,76.1,994.1
2393,20/7/13,89.2066666666667,0.013448275862069,20.4603333333333,76.3833333333333,996.53
2394,21/7/13,89,0,21.63,76.1,996.2
2395,22/7/13,88.6,0,24.17,75.3,995
2396,23/7/13,90.7,0,12.66,75.1,996.5
2397,24/7/13,91.8,0,14.5,75.2,995.5
2398,25/7/13,89.1,0,22.56,77,994
2399,26/7/13,87.7,0.013448275862069,15.77,75.6,994.1
2400,27/7/13,90.5,0,12.77,75.8,996.8
2401,28/7/13,89.3,0,23.25,74.5,998.3
2402,29/7/13,86.6,0,23.02,76.4,997.3
2403,30/7/13,86.8,0,17.72,77.7,996.6
2404,31/7/13,86.2,0,16.34,76.1,996.2
2405,1/8/13,88.2,0,18.18,76.4,996.5
2406,2/8/13,87.6,0,4.95,77.1,997
2407,3/8/13,82.6,0.04,6.56,79,998.7
2408,4/8/13,83.9,0,7.83,77.6,1000.6
2409,5/8/13,86.5,0,12.2,75.6,1000.1
2410,6/8/13,86,0,18.76,75.5,1000.9
2411,7/8/13,85.8,0.031379310344828,15.54,73.4,1002.1
2412,8/8/13,85.9,0,16.23,74,1000.9
2413,9/8/13,83.8,0,26.24,74.2,999.2
2414,10/8/13,85.9,0,22.44,75.7,999
2415,11/8/13,86.8,0,10.93,77,1000.5
2416,12/8/13,88.8,0,10.47,76.8,1001
2417,13/8/13,86.1,0,14.27,78,998.1
2418,14/8/13,86.1,0,13,78.7,998
2419,15/8/13,81.7,0,6.21,78.4,1000.8
2420,16/8/13,87.5,0.87,11.28,76.3,999.6
2421,17/8/13,86.4,0,15.88,75.9,999.1
2422,18/8/13,86.2,0.031379310344828,13.81,74.3,999.3
2423,19/8/13,87.1,0,16.69,74.5,1000
2424,20/8/13,86.7,0,20.25,73,999.6
2425,21/8/13,85.8,0,24.86,73.4,999.2
2426,22/8/13,84.9,0,21.17,74.5,1000.2
2427,23/8/13,86.8,0,17.26,73.4,1001
2428,24/8/13,87.1,0,13.46,74.2,1000.6
2429,25/8/13,87.1,0,18.53,74.2,1000.9
2430,26/8/13,85.9,0,21.29,74.8,999.5
2431,27/8/13,83.9,0,20.14,73.3,1001
2432,28/8/13,84.3,0,19.79,72.9,1002.1
2433,29/8/13,84.8,0,16.46,72.1,1003.5
2434,30/8/13,85.5,0,17.61,72.8,1003
2435,31/8/13,85.5,0,18.53,72.5,1003.3
2436,1/9/13,84.8,0,19.45,73.2,1004
2437,2/9/13,86.8,0,15.54,72.4,1004.4
2438,3/9/13,84.4,0,20.83,72.7,1002.85909090909
2439,4/9/13,83.1,0,21.63,72.7,1002.85909090909
2440,5/9/13,84.7,0,26.24,72.6,1002.9
2441,6/9/13,85.8,0,20.14,70.7,1004.2
2442,7/9/13,85.3,0,18.53,72,1004
2443,8/9/13,85.5,0,13.35,72.8,1005.9
2444,9/9/13,87.4896551724138,0.0125,11.8251724137931,72.6965517241379,1002.85909090909
2445,10/9/13,86.4,0,12.54,70.9,1005.5
2446,11/9/13,87.2,0,11.39,70.6,1004.7
2447,12/9/13,87.2,0,11.51,70.5,1006.5
2448,13/9/13,89.3,0,9.78,71.3,1006.9
2449,14/9/13,89,0,9.32,71.4,1002.85909090909
2450,15/9/13,86.9,0,17.03,74.4,1000.7
2451,16/9/13,85.5,0,17.61,75,1000
2452,17/9/13,87.3,0,6.21,75,1002.2
2453,18/9/13,88.1,0,10.36,74.3,1002.8
2454,19/9/13,88.8,0.0125,9.78,73.6,1002.85909090909
2455,20/9/13,91.5,0,8.86,71.1,1000.2
2456,21/9/13,91.6,0,3.22,68.8,1000.5
2457,22/9/13,90.9,0,4.49,70.9,1000.4
2458,23/9/13,90.8,0,4.6,72.5,999.9
2459,24/9/13,91.8,0,7.48,73.7,1000.2
2460,25/9/13,93.7,0,14.38,72.9,1001.2
2461,26/9/13,84.4,0.35,12.43,75.7,1002.7
2462,27/9/13,84.5,0,11.05,75,1003.1
2463,28/9/13,85.9,0,0,74.6,1002.85909090909
2464,29/9/13,86.2,0,1.84,73.6,1002.85909090909
2465,30/9/13,89.8,0,3.34,73.3,1002.85909090909
2466,1/10/13,89.7,0,2.65,72.7,1005
2467,2/10/13,91.7,0,9.67,73.1,1006.3
2468,3/10/13,91.8,0,4.83,74.8,1006.3
2469,4/10/13,91.8,0,3.91,72.7,1004.2
2470,5/10/13,89.8,0,4.6,71.7,1003.3
2471,6/10/13,86.6,0,11.05,74.6,1008.43076923077
2472,7/10/13,86.1,0,5.64,73.3,1008.43076923077
2473,8/10/13,85.7,0,8.86,72.6,1008.2
2474,9/10/13,86,0,7.13,73.5,1008.1
2475,10/10/13,87.1,0,3.57,73,1007.5
2476,11/10/13,88.7,0,2.3,73.8,1007
2477,12/10/13,86.2,0,3.22,70.3,1008.43076923077
2478,13/10/13,86.2,0,3.68,68.8,1008.43076923077
2479,14/10/13,88.3,0,2.3,69.4,1007.9
2480,15/10/13,89.4,0,7.48,71.4,1006.6
2481,16/10/13,86.6,0,12.89,75.3,1007.8
2482,17/10/13,85.8,0,8.63,74.9,1009.2
2483,18/10/13,85.7,0,4.83,66.9,1011.3
2484,19/10/13,86.1,0,5.29,63.6,1010.9
2485,20/10/13,87.3,0,6.56,63.9,1008.5
2486,21/10/13,85,0,6.79,68.9,1007.3
2487,22/10/13,85.5,0,5.29,64.1,1009.3
2488,23/10/13,84.7,0,1.38,58,1012
2489,24/10/13,86.6,0,0.58,54.6,1010.7
2490,25/10/13,85.5,0,0,57.6,1010
2491,26/10/13,85.3,0,0.23,55.1,1009.6
2492,27/10/13,84.5,0,0.23,55.4,1009
2493,28/10/13,82.9,0,8.98,60.6,1009.4
2494,29/10/13,81.6,0,12.08,68.6,1008.43076923077
2495,30/10/13,82.8,0,10.82,69.8,1011
2496,31/10/13,82,0,7.83,63,1012.8
2497,1/11/13,79.4,0,0.92,56.7,1013.6
2498,2/11/13,78.9,0,1.38,53.8,1013.9
2499,3/11/13,80.1,0,1.61,48.9,1013.3
2500,4/11/13,79.4,0,1.15,51.6,1014.7
2501,5/11/13,79.1,0,0.58,52.4,1013.93913043478
2502,6/11/13,77.9,0,5.18,54.7,1013.5
2503,7/11/13,76.3,0,9.21,56.4,1013.6
2504,8/11/13,72.9,0,5.41,55,1013.93913043478
2505,9/11/13,73.3,0,2.88,54.5,1016.1
2506,10/11/13,71.6,0,5.87,53.4,1017.1
2507,11/11/13,72.4,0,0.81,49.1,1013.93913043478
2508,12/11/13,73.4,0,0.23,46.6,1012.2
2509,13/11/13,74.2,0,0,45.2,1012.5
2510,14/11/13,74.1,0,2.3,43.9,1014
2511,15/11/13,76.1,0,3.11,40.5,1014.7
2512,16/11/13,74.5,0,3.45,47.1,1016.1
2513,17/11/13,75.8,0,2.88,50,1016.3
2514,18/11/13,75.9,0,4.26,47.4,1016.4
2515,19/11/13,76.4,0,3.45,47.7,1015.1
2516,20/11/13,80.7,0,4.14,54,1013.93913043478
2517,21/11/13,75.8,0,3.11,67.1,1008.8
2518,22/11/13,75.4,0,5.64,61.6,1013.93913043478
2519,23/11/13,75.6,0,6.33,53.7,1010.8
2520,24/11/13,75.8,0,9.44,52.9,1014.3
2521,25/11/13,74.2,0,3.45,55.5,1013.2
2522,26/11/13,74.1,0,2.53,54.1,1012.5
2523,27/11/13,74,0,0,52.7,1013.3
2524,28/11/13,75.7,0,6.21,53,1014.6
2525,29/11/13,73.9,0,10.59,54.1,1013.93913043478
2526,30/11/13,76.5,0,0.92,51.5,1013.93913043478
2527,1/12/13,75.4,0,7.36,59.3,1014.03181818182
2528,2/12/13,74.9,0,2.88,55,1014.03181818182
2529,3/12/13,71.9,0,6.79,50.8,1014.03181818182
2530,4/12/13,71.5,0,9.9,50.9,1016.5
2531,5/12/13,70.5,0,4.83,48.3,1015.7
2532,6/12/13,72.1,0,1.73,47.9,1012.4
2533,7/12/13,72.2,0,6.56,58.9,1011.2
2534,8/12/13,71.9,0,6.79,54.8,1011.8
2535,9/12/13,71.7,0,1.96,54.7,1011.4
2536,10/12/13,71.4,0,0.23,55.6,1011.6
2537,11/12/13,69.6,0,0.81,55,1013
2538,12/12/13,70.1,0,3.68,56.4,1014.8
2539,13/12/13,73.5,0,2.65,53.5,1014.5
2540,14/12/13,72.9,0,8.86,58.5,1011.7
2541,15/12/13,71.5,0,8.63,59.1,1012.1
2542,16/12/13,71,0,2.88,56.7,1012.3
2543,17/12/13,69.7,0,3.11,58.4,1011.6
2544,18/12/13,67.4,0,1.84,55.9,1012.7
2545,19/12/13,64.8,0,1.96,43,1012.9
2546,20/12/13,61.3,0,5.64,47.1,1016.1
2547,21/12/13,62.6,0,1.96,47.3,1013.8
2548,22/12/13,60.5,0,10.36,48.4,1014.03181818182
